company_ID,company_name,company_pic,company_address,company_email,company_field,company_Phone,company_size,training_price,group,training_location,training_date,training_topic,training_field,training_type,order_history,improved_abilities,training_materials_quality,trainer_satisfaction_level,facility,satisfaction_level,continuity,likelihood_of_recommendation
575,PT Prasetya,drg. Dian Sinaga,"Gang Pasteur No. 7
Bontang, KR 86078",chandra16@example.org,Pengangkutan dan Pergudangan,084 088 1176,Menengah,600000,Group,"8169 Crystal Summit
Lake Jane, IL 22114",2024-01-04,Teknik Penjualan Aset Kredit Bermasalah,Sales & Marketing,Public Training,7,84,7,1,6,4.666666666666667,no,48.66666666666667
576,PD Damanik Firgantoro Tbk,"Faizah Melani, S.Pt","Jl. Sentot Alibasa No. 40
Palu, Kalimantan Utara 09628",siregartri@example.net,"Aktivitas Profesional, Ilmiah Dan Teknis",+62-022-411-8415,Kecil,300000,Retail,"11018 Johnston View Apt. 827
Port Sharon, IL 71053",2023-12-14,How to detect & prevent application fraud in Digital Era for banking & fintech,HR & Training,Public Training,2,51,9,5,4,6.0,yes,46.46938775510204
577,PD Thamrin Tbk,Anom Prabowo,"Gg. Merdeka No. 0
Ambon, Banten 12726",latuponobahuraksa@example.net,Real Estat,+62 (02) 783 4500,Menengah,800000,Group,"15832 Robert Springs Suite 684
South Haroldside, RI 96683",2023-11-26,Collection For Corporate & Commercial Credit,HR & Training,Inhouse Training,5,35,8,2,3,4.333333333333333,no,36.904761904761905
578,Perum Budiman (Persero) Tbk,Emas Damanik,"Gg. Siliwangi No. 68
Tebingtinggi, KI 77027",astutidiana@example.org,Kontruksi,(066) 629 1670,Menengah,500000,Group,"PSC 5960, Box 2401
APO AA 79405",2023-11-24,"Document Management 4.0 (Advance E-Filing preparing for BlockChain, IOT & Artificial Intellligence Era) comply to UU ITE",Leadership & Managerial,Inhouse Training,5,94,7,4,10,7.0,no,60.57142857142857
579,PD Haryanto (Persero) Tbk,"Muni Yuliarti, S.Pd","Gg. BKR No. 857
Banda Aceh, Aceh 75233",wacanakenes@example.net,Industri Pengelahan,+62-31-385-2715,Menengah,700000,Group,"8169 Sullivan Isle
Leachborough, NH 60543",2023-11-08,Audit Treasury Management For Banking,HR & Training,Inhouse Training,2,88,5,4,2,3.6666666666666665,no,36.38095238095238
580,PT Pangestu Anggriawan Tbk,Samiah Fujiati,"Jalan Suniaraja No. 4
Palembang, Papua Barat 24655",mandalahilda@example.net,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",(034) 559-7343,Menengah,100000,Retail,"316 Kayla Brooks
South Jonathanville, OR 70782",2023-12-17,"Mengelola Team Collection Era Covid-19 bagi Manager,Supervisor & Team Leader: Collector Skills Transformation & Team Motivation Charge Up",Sales & Marketing,Inhouse Training,9,38,7,9,5,7.0,no,58.285714285714285
581,UD Lailasari,Makara Firmansyah,"Jl. Sentot Alibasa No. 635
Magelang, LA 12304",darunanasyiah@example.net,Kontruksi,(087) 786 0485,Besar,800000,Group,"Unit 9001 Box 2756
DPO AE 08227",2024-01-03,Collection Analytical Tools & MIS,HR & Training,Online Training,8,88,6,10,8,8.0,no,69.71428571428571
582,PD Nababan Hutapea Tbk,"Reksa Siregar, S.I.Kom","Gg. Ronggowarsito No. 26
Banjar, BT 25880",oktavianihartana@example.com,Pertambangan dan Penggalian,(0303) 737 2120,Besar,200000,Group,"398 Morales Fields Suite 293
Delgadotown, UT 98476",2024-01-03,Creative Problem Solving & Decision Making,Leadership & Managerial,Online Training,5,65,7,9,4,6.666666666666667,yes,56.564625850340136
583,PT Nababan Suwarno,Irma Laksmiwati,"Gg. M.T Haryono No. 11
Kediri, Sulawesi Utara 22699",namagamaryadi@example.org,Aktivitas Badan Internasional Dan Badan Ekstra Internasional,0824891832,Besar,900000,Retail,"25992 Theresa Port
Robinsonton, VA 23215",2023-11-12,Transformasi Budaya & Manajemen Agen Perubahan,Finance,Public Training,1,85,9,1,10,6.666666666666667,no,51.66666666666667
584,UD Utami Wasita,Umi Rahayu,"Gang Rungkut Industri No. 1
Jambi, RI 62299",kusmawatiamalia@example.org,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",+62 (0595) 438 6487,Menengah,600000,Retail,"USNS Gomez
FPO AA 15227",2023-12-21,Collection For Corporate & Commercial Credit,HR & Training,Online Training,9,94,6,7,1,4.666666666666667,no,52.952380952380956
585,PT Namaga Namaga,Gabriella Wijayanti,"Gg. HOS. Cokroaminoto No. 06
Solok, JT 07628",zulaikanajib@example.org,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",082 034 1758,Besar,200000,Retail,"9697 Melissa Bridge
Weberberg, OR 43171",2023-11-28,Leaders As A Coach & Sales Team Developer,Credit & Collection,Online Training,6,56,5,2,8,5.0,no,45.142857142857146
586,CV Haryanto Putra (Persero) Tbk,"Samiah Zulaika, S.Ked","Jalan Pelajar Pejuang No. 468
Tegal, Kalimantan Utara 97939",hendri87@example.net,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",+62 (0943) 021-6194,Menengah,700000,Retail,"PSC 1999, Box 8928
APO AA 44621",2024-01-06,Experiential Marketing Strategy & Tactics ,HR & Training,Public Training,5,37,9,6,8,7.666666666666667,yes,58.27891156462585
587,PD Puspasari (Persero) Tbk,Gara Tampubolon,"Jl. Rumah Sakit No. 586
Cimahi, GO 82473",pudjiastutiabyasa@example.com,PendidikanAktivitas Kesehatan Manusia Dan Aktivitas Sosial,+62-790-089-9231,Besar,300000,Retail,"USS Reed
FPO AA 56306",2023-12-02,Selling With NLP,Credit & Collection,Inhouse Training,6,99,4,2,1,2.3333333333333335,no,36.04761904761905
588,Perum Mayasari Yuniar (Persero) Tbk,"Hasna Purwanti, S.Pt","Gg. S. Parman No. 9
Tual, DKI Jakarta 34872",uwaisgandi@example.net,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,(027) 671 2140,Menengah,100000,Retail,"4605 John Burg
New Jasonton, OK 94382",2023-12-16,Creative Leadership Management For Better Result,Leadership & Managerial,Inhouse Training,3,69,4,7,6,5.666666666666667,no,46.523809523809526
589,CV Situmorang Zulaika,Prayitna Suwarno,"Gg. Waringin No. 674
Bima, JA 06576",pudjiastutikariman@example.com,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",0850169729,Besar,900000,Retail,"462 Williams Drive
Port Eric, PW 01525",2023-11-30,Hak dan Kewajiban Pegawai di Era New Normal: Adaptasi Kebijakan Baru pasca Covid 19,Sales & Marketing,Inhouse Training,6,38,4,3,4,3.6666666666666665,no,34.95238095238095
590,CV Yolanda Hidayat,Cengkir Iswahyudi,"Gg. Ahmad Yani No. 934
Lubuklinggau, Jambi 36909",pranowojais@example.com,Kontruksi,+62 (10) 471 8279,Besar,1000000,Group,"275 Carlson Springs Suite 517
Munozbury, LA 66738",2023-12-30,Teknik Penagihan Melibatkan Aspek Hukum,HR & Training,Online Training,2,94,5,2,9,5.333333333333333,no,46.761904761904766
591,UD Aryani,Puti Genta Permata,"Gg. Rajawali Barat No. 5
Bima, KR 43992",kurniawanxanana@example.net,Informasi Dan KomunikasiAktivitas Keuangan dan Asuransi,(0685) 677 4774,Besar,200000,Retail,"3476 Robert Branch
Smithfurt, OR 18939",2023-11-20,Electronic Filing & Document Management System,Leadership & Managerial,Public Training,8,70,6,5,3,4.666666666666667,no,48.095238095238095
592,CV Sinaga (Persero) Tbk,Laila Mayasari,"Gang Rungkut Industri No. 017
Ternate, PB 52206",ctamba@example.net,Aktivitas Jasa Lainnya,+62 (0704) 239 2473,Besar,600000,Retail,"PSC 4308, Box 9560
APO AA 03625",2023-11-19,Cost Tracking VS Scheduling Analysis Model in Project Management,Office & Administration,Public Training,3,64,6,4,7,5.666666666666667,no,45.80952380952381
593,UD Pradipta,Ganep Napitupulu,"Jl. Monginsidi No. 819
Makassar, Banten 73811",vivi32@example.org,Penyediaan Akomodasi Dan Penyediaan Makan Minum,+62-0287-948-0270,Menengah,1000000,Group,"USNV Powell
FPO AA 66248",2024-01-01,Planning and organizing for stellar performance,Finance,Inhouse Training,7,99,6,7,2,5.0,no,52.714285714285715
594,PD Suartini Suryono Tbk,Puti Umi Nashiruddin,"Jl. K.H. Wahid Hasyim No. 814
Banjar, KI 60383",mardhiyahsalwa@example.org,Kontruksi,+62 (0823) 187-1984,Kecil,800000,Group,"8342 Williams Forge
Ronaldbury, MS 54265",2023-11-13,Sales Oriented - Customer Service,Sales & Marketing,Public Training,8,64,3,8,7,6.0,yes,56.89795918367347
595,PD Prasetyo Prabowo (Persero) Tbk,"Eko Pangestu, M.Farm","Jalan Cempaka No. 17
Ternate, Kalimantan Tengah 43518",cyuniar@example.org,Real Estat,+62-370-066-1849,Kecil,300000,Group,"40538 Ross Square
Franklintown, WV 85712",2023-12-13,"Business Acumen: Think, Sense & Act like CEO",Finance,Inhouse Training,6,67,2,9,9,6.666666666666667,no,56.23809523809524
596,UD Prasetyo Prasetya Tbk,Tira Riyanti,"Jalan Antapani Lama No. 336
Padang Sidempuan, RI 99672",ilsa66@example.net,Lainnya,(000) 939-5990,Menengah,100000,Group,"60553 Perez Villages Apt. 856
East Levibury, DE 45050",2023-11-15,"Document Management 4.0 (Advance E-Filing preparing for BlockChain, IOT & Artificial Intellligence Era) comply to UU ITE",Leadership & Managerial,Public Training,5,57,4,4,1,3.0,no,32.42857142857143
597,Perum Lazuardi Wastuti (Persero) Tbk,"Tgk. Anita Hidayanto, M.TI.","Gg. Rawamangun No. 058
Semarang, Kalimantan Tengah 95556",qhastuti@example.com,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",+62 (0490) 538 3588,Menengah,600000,Group,"747 Harris Oval Suite 258
Yoderhaven, NY 30229",2023-12-28,Excel & PowerPoint for Powerful Business Application,Credit & Collection,Inhouse Training,3,60,9,10,9,9.333333333333334,yes,68.23129251700679
598,PD Melani Yuliarti (Persero) Tbk,Mitra Hidayat,"Jl. M.H Thamrin No. 07
Banjarbaru, Bengkulu 07288",sitompuljono@example.net,Industri Pengelahan,+62 (0894) 106-1436,Kecil,400000,Retail,"152 Amanda Neck Apt. 364
Schwartzmouth, MO 45572",2023-12-17,How To Utilize People & Technology to win market,HR & Training,Inhouse Training,3,66,6,10,6,7.333333333333333,no,55.61904761904761
599,CV Laksmiwati Prayoga,"Iriana Simbolon, S.Pt","Gang Rawamangun No. 926
Batu, Kalimantan Utara 10910",aisyah16@example.com,Kontruksi,+62 (02) 088 6645,Kecil,1000000,Group,"PSC 4704, Box 9210
APO AP 75144",2023-11-16,Innovative Business Thinking & Productive Creativity with IDEO & XQ Principles,Leadership & Managerial,Public Training,5,57,7,8,3,6.0,yes,51.61224489795918
600,UD Hartati Putra,Indah Mahendra,"Jl. Gegerkalong Hilir No. 680
Magelang, PB 44962",yuliantimartani@example.org,PendidikanAktivitas Kesehatan Manusia Dan Aktivitas Sosial,+62-795-517-7927,Menengah,200000,Retail,"04421 Santos Circles
Gutierrezfort, KY 34686",2023-12-17,Mengubah Bawahan Bermasalah & Berkonflik Menjadi Produktif & Suportif,Leadership & Managerial,Inhouse Training,8,34,6,7,10,7.666666666666667,yes,62.13605442176871
601,UD Budiman Mardhiyah,"Ir. Ulya Budiyanto, M.Kom.","Gang Pasir Koja No. 7
Tual, LA 72832",marpaungkamila@example.net,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",+62 (08) 878-5540,Besar,400000,Retail,"11401 Jane Roads
North Joyce, OR 83486",2024-01-06,"Extraordinary Digital Presentation, Public Speaking & Training Delivery Skills",Sales & Marketing,Inhouse Training,1,77,1,9,2,4.0,no,35.285714285714285
602,PT Kurniawan Anggraini (Persero) Tbk,Hilda Astuti,"Gg. Moch. Ramdan No. 4
Kediri, Banten 36962",maulanaeli@example.org,Aktivitas Jasa Lainnya,(038) 484-3050,Menengah,500000,Group,"34391 Martinez Run Apt. 021
East Katrina, AK 75490",2023-12-02,Cash Flow & Credit Management,Credit & Collection,Public Training,1,50,3,7,10,6.666666666666667,yes,48.70748299319728
603,PD Natsir Tbk,Mila Permata,"Gg. Joyoboyo No. 641
Lhokseumawe, JI 11477",rachel01@example.com,Real Estat,+62 (034) 828-0161,Besar,700000,Retail,"557 Nicole Trafficway Apt. 656
North Wesleyhaven, AK 85568",2023-11-18,Competency Based On Human Resource Management,Office & Administration,Online Training,5,86,8,6,10,8.0,yes,67.18367346938776
604,CV Firmansyah Yulianti Tbk,Gamanto Prastuti,"Gang Gardujati No. 30
Bontang, BB 85229",xuyainah@example.net,Aktivitas Badan Internasional Dan Badan Ekstra Internasional,+62 (359) 847 5787,Menengah,1000000,Group,"41166 Baker Mall Apt. 031
East Kristentown, AR 59820",2023-12-08,Project Management & Assertive User Handling,Sales & Marketing,Inhouse Training,9,89,8,2,6,5.333333333333333,no,56.047619047619044
605,PD Rajata Ardianto Tbk,"Anastasia Palastri, M.Kom.","Jalan Dipenogoro No. 29
Ambon, Kalimantan Selatan 18842",pandu14@example.com,Pengangkutan dan Pergudangan,0886751448,Menengah,500000,Retail,"107 Salazar Burg Apt. 180
North Steven, ND 10782",2023-11-21,Manajemen Filing & Tata Kelola Kantor,Credit & Collection,Public Training,6,44,1,2,5,2.6666666666666665,no,30.095238095238095
606,PD Iswahyudi Tbk,Jarwi Laksita,"Jl. Medokan Ayu No. 2
Samarinda, BE 84648",digdaya03@example.com,Kontruksi,(0485) 833-3000,Menengah,100000,Retail,"9878 Bruce Ville Suite 815
East Tristanchester, NJ 26105",2023-11-19,Appraisal Tingkat Lanjut Sesuai Standar Penilaian Indonesia (SPI),HR & Training,Inhouse Training,1,26,7,4,3,4.666666666666667,no,31.809523809523807
607,PT Rahimah Novitasari,"Najwa Astuti, M.M.","Jalan Rajawali Barat No. 93
Bekasi, NT 33771",martana31@example.net,"Aktivitas Profesional, Ilmiah Dan Teknis",+62-056-182-8648,Besar,400000,Retail,"0427 Jason Manors
Scottside, MS 65641",2023-11-20,Mental & Workload Anaylisis in New Normal Era,Office & Administration,Inhouse Training,7,68,4,10,9,7.666666666666667,yes,65.56462585034014
608,CV Iswahyudi,R. Taufik Wulandari,"Jl. H.J Maemunah No. 7
Pekanbaru, Lampung 83913",nyanasinaga@example.org,Pengangkutan dan Pergudangan,+62 (0647) 096-7804,Menengah,800000,Group,"319 Lawrence Course Suite 499
East Amandaview, WI 99906",2024-01-02,Digital Mindset & capability Development Based on Era 4.0,Finance,Online Training,1,77,3,6,5,4.666666666666667,no,39.09523809523809
609,Perum Firgantoro Tbk,Paramita Hardiansyah,"Gang Ahmad Yani No. 2
Palangkaraya, Riau 92440",qhartati@example.org,Pertambangan dan Penggalian,+62 (031) 910 6725,Kecil,200000,Retail,"5251 Wu Forest
Seanview, GU 07699",2023-11-28,Marketing & Sales Planning,HR & Training,Inhouse Training,8,25,10,3,8,7.0,no,55.0
610,PT Susanti,"drg. Jaga Wacana, M.Ak","Gg. Ahmad Yani No. 4
Makassar, Kepulauan Bangka Belitung 54378",irmapradana@example.com,Aktivitas Jasa Lainnya,+62 (847) 576 4407,Menengah,200000,Group,"USNV Woods
FPO AP 08897",2023-12-24,Actuarial Calculation Of The Risk Value,Office & Administration,Online Training,8,51,3,5,4,4.0,no,41.57142857142857
611,CV Wahyuni,"Drs. Darmana Oktaviani, S.E.I","Gang Rungkut Industri No. 337
Kotamobagu, LA 94023",tambagadang@example.com,Pertambangan dan Penggalian,+62 (864) 070-4452,Besar,800000,Group,"5522 Smith Roads Suite 620
Alexandraberg, KY 50932",2023-11-27,Competency Based On Human Resource Management,Office & Administration,Public Training,1,83,4,7,1,4.0,no,36.142857142857146
612,Perum Siregar Suartini (Persero) Tbk,Drs. Balijan Dabukke,"Jalan Dipenogoro No. 98
Ternate, Sulawesi Utara 38432",zulkarnainpanca@example.net,"Aktivitas Profesional, Ilmiah Dan Teknis",+62 (463) 060 6349,Besar,500000,Group,"7235 Freeman Ports
Andreaberg, HI 01298",2024-01-05,Antisipasi & Pencegahan Transaksi Pencucian Uang,Sales & Marketing,Online Training,1,86,3,3,9,5.0,no,42.285714285714285
613,PT Hartati Prastuti Tbk,Belinda Saptono,"Jalan Jend. Sudirman No. 672
Padang, GO 48673",carla17@example.org,"Aktivitas Profesional, Ilmiah Dan Teknis",(0253) 014 6268,Kecil,700000,Group,"1526 Melissa Lane Suite 062
East Amandachester, MA 28887",2023-11-10,Emotional Communication Skill & Team Spirit For Luxury Experience,Finance,Public Training,4,37,1,5,8,4.666666666666667,no,37.666666666666664
614,PD Hartati (Persero) Tbk,"drg. Siti Handayani, S.Gz","Jl. Laswi No. 50
Bandung, JI 06592",galihpuspita@example.net,Informasi Dan KomunikasiAktivitas Keuangan dan Asuransi,+62 (350) 076 6056,Menengah,200000,Retail,"632 Barnett Ways
Marymouth, KS 90820",2023-12-22,Akuisisi Produk Financial Services Melalui Digital Marketing,Sales & Marketing,Online Training,4,51,2,7,3,4.0,no,35.857142857142854
615,PT Nasyidah,"Cinta Mandala, S.Farm","Gg. Soekarno Hatta No. 4
Cirebon, Jawa Barat 14851",yessi90@example.org,"Kesenian, Hiburan Dan Rekreasi",+62 (59) 977-3280,Besar,800000,Retail,"808 Torres Shoals Suite 070
Lake Scottton, GU 61212",2023-11-22,"How to Effectively Manage, Coach & Mentor Subordinate Who Work From Home",Credit & Collection,Online Training,1,24,2,7,8,5.666666666666667,no,37.238095238095234
616,PT Saptono Sinaga,"Hj. Janet Gunarto, S.Gz","Jl. Jayawijaya No. 9
Tidore Kepulauan, Maluku Utara 54295",cawuk86@example.com,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",+62 (75) 180 6381,Besar,200000,Retail,"524 Dylan Rapid
Morganside, PR 72667",2023-12-26,Hukum Perkreditan Tingkat Lanjut,Finance,Online Training,4,32,6,3,5,4.666666666666667,no,36.95238095238095
617,UD Suryatmi (Persero) Tbk,"drg. Titi Nasyiah, S.IP","Gg. Pelajar Pejuang No. 39
Sukabumi, DKI Jakarta 97188",rina78@example.net,Informasi Dan KomunikasiAktivitas Keuangan dan Asuransi,+62 (0232) 361 4999,Besar,1000000,Group,"67921 Charles Stream
Anthonystad, PA 34838",2023-11-11,How to Conduct Social Campaign (for the Benefit of HR and Corporate Reputation),Finance,Online Training,8,53,10,3,6,6.333333333333333,yes,57.2312925170068
618,PT Prayoga Mandasari (Persero) Tbk,Karman Prakasa,"Jalan Surapati No. 9
Batam, NT 98875",ksaputra@example.org,Pertambangan dan Penggalian,+62-0537-965-8439,Besar,500000,Group,"91985 Matthew Heights
New Shellymouth, RI 28581",2023-11-30,Marketing & Sales Planning,HR & Training,Inhouse Training,9,61,8,1,2,3.6666666666666665,no,42.52380952380952
619,PT Laksita Lazuardi,R.A. Samiah Kuswandari,"Gg. Rumah Sakit No. 97
Kota Administrasi Jakarta Utara, Papua 78922",asmadiwidiastuti@example.org,PendidikanAktivitas Kesehatan Manusia Dan Aktivitas Sosial,+62-012-006-9964,Menengah,800000,Retail,"103 Holland Fields
Daleside, ME 47951",2023-11-24,Managing General Affairs Excellence,Leadership & Managerial,Public Training,5,75,2,9,1,4.0,no,40.714285714285715
620,CV Hidayat Narpati,"Unggul Gunawan, S.Psi","Gang Dipenogoro No. 483
Serang, Sumatera Barat 14984",atmaja12@example.org,Informasi Dan KomunikasiAktivitas Keuangan dan Asuransi,+62-461-270-2368,Kecil,900000,Retail,"40561 Stephen Mountains Suite 757
Justintown, CO 19108",2023-12-31,Leaders as a Coach & Team Developer in Collection,Sales & Marketing,Public Training,3,82,6,6,7,6.333333333333333,no,52.19047619047619
621,CV Gunarto Andriani,Hana Pertiwi,"Gang Kapten Muslihat No. 72
Cilegon, KU 52302",bahuwiryawaskita@example.net,Penyediaan Akomodasi Dan Penyediaan Makan Minum,(0683) 831 0286,Besar,1000000,Retail,"6695 Rachel Glens
Ayersborough, OH 56029",2023-11-28,Understanding Millenials - Managing for High Performance and Engagement,Credit & Collection,Inhouse Training,3,26,5,6,5,5.333333333333333,no,38.47619047619048
622,Perum Marbun (Persero) Tbk,Novi Prasasta,"Gg. Cikapayang No. 14
Padang, KU 84959",gwasita@example.org,Pengangkutan dan Pergudangan,088 830 1473,Kecil,900000,Group,"868 Christian Port Apt. 434
Port Lauratown, VI 16958",2024-01-04,Mengelola NPL dengan Early Warning System (EWS),HR & Training,Online Training,6,85,1,8,1,3.3333333333333335,no,39.761904761904766
623,PD Wijaya Rahayu,Bakianto Yulianti,"Gang Joyoboyo No. 0
Palu, SU 86364",hutagalunglanang@example.org,Pertambangan dan Penggalian,+62-0141-025-7617,Besar,700000,Retail,"8417 Ryan Run Suite 996
Bryantmouth, NJ 99912",2023-12-10,"Manajemen Resiko APU & PPT bagi Staff Perbankan, Multifinance, Sekuritas dan Asuransi",HR & Training,Online Training,5,78,4,7,3,4.666666666666667,no,44.95238095238095
624,PD Wastuti,Siska Halimah,"Gg. Moch. Toha No. 523
Padang Sidempuan, SU 08460",yadriansyah@example.org,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,+62 (0537) 681-9343,Menengah,300000,Group,"0697 Baker Corners Apt. 769
Michaelshire, NV 67268",2023-11-20,"Business Acumen: Think, Sense & Act like CEO",Credit & Collection,Public Training,4,30,4,5,4,4.333333333333333,no,34.76190476190476
625,PD Saptono Mandala (Persero) Tbk,Ulya Safitri,"Jl. W.R. Supratman No. 08
Salatiga, Sulawesi Selatan 03232",farhunnisa27@example.org,Lainnya,+62 (453) 560 4748,Besar,600000,Group,"437 Christopher Hill
East Sarabury, RI 59816",2023-11-27,Shopfloor Leadership & Management: Leading By Gemba Kaizen,Credit & Collection,Inhouse Training,1,55,9,9,5,7.666666666666667,yes,55.13605442176871
626,PD Maulana (Persero) Tbk,Bambang Permata,"Jl. Cikapayang No. 970
Sawahlunto, Kalimantan Timur 07761",paulin54@example.org,PendidikanAktivitas Kesehatan Manusia Dan Aktivitas Sosial,+62 (0662) 275-7417,Besar,800000,Group,"USCGC Harris
FPO AE 81275",2023-12-20,Create A Simple Integrating Payroll System For Salary Efficiently And Effectively,Office & Administration,Online Training,2,31,5,3,1,3.0,no,24.428571428571427
627,PD Marbun Pratama,"R. Yance Salahudin, S.Gz","Jalan Stasiun Wonokromo No. 75
Parepare, SG 26099",paimananggriawan@example.com,"Pertanian, Kehutanan, dan Perikanan",+62 (0661) 977-0064,Menengah,900000,Group,"260 Heather Oval Suite 920
Paulburgh, SD 31615",2023-11-30,Soft Skills For Credit Analyst & Credit Surveyor,HR & Training,Online Training,1,36,1,4,9,4.666666666666667,no,33.238095238095234
628,Perum Yulianti,Sutan Yosef Kusumo,"Gg. Rungkut Industri No. 684
Madiun, Lampung 05157",lalawidodo@example.org,Real Estat,+62-032-649-5494,Besar,700000,Retail,"54010 Brown Mews Suite 076
Lake Grant, AZ 91539",2023-12-14,Purchasing & Procurement era Digital Industry 4.0 & New Normal,Credit & Collection,Inhouse Training,6,26,10,4,9,7.666666666666667,yes,58.13605442176871
629,Perum Januar Dongoran,H. Slamet Mayasari,"Jl. Jayawijaya No. 8
Langsa, Jawa Tengah 42343",cinthiasinaga@example.net,"Aktivitas Profesional, Ilmiah Dan Teknis",+62-74-547-8165,Kecil,800000,Retail,"2298 Phillips Avenue Apt. 602
Port Joshualand, NC 07468",2023-12-01,Teknik Interview & Investigasi Terselubung Bagi Internal Audit,HR & Training,Inhouse Training,9,77,8,4,10,7.333333333333333,no,65.76190476190476
630,CV Oktaviani Napitupulu,Melinda Agustina,"Jl. Pasir Koja No. 08
Madiun, PB 63342",sihotangmuhammad@example.com,Penyediaan Akomodasi Dan Penyediaan Makan Minum,+62 (028) 803-0119,Menengah,900000,Retail,"95268 Smith Orchard Apt. 718
Port Amanda, DE 37493",2023-12-04,Cost Tracking VS Scheduling Analysis Model in Project Management,Office & Administration,Online Training,6,31,6,2,5,4.333333333333333,no,37.76190476190476
631,PT Hartati Dongoran (Persero) Tbk,"Sutan Indra Nashiruddin, S.Gz","Jl. Cikutra Timur No. 57
Medan, Kalimantan Tengah 26451",hardana90@example.net,Aktivitas Jasa Lainnya,+62 (031) 131 1447,Besar,500000,Group,"7116 Jocelyn Plaza Suite 242
West Markstad, NC 39782",2023-12-15,Sales Performance Improvement For Extraordinary Result,Sales & Marketing,Online Training,7,63,4,8,2,4.666666666666667,no,45.66666666666667
632,CV Latupono (Persero) Tbk,Unjani Suryatmi,"Jl. Erlangga No. 78
Tual, BA 40622",erik47@example.org,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,(097) 015-3820,Besar,600000,Retail,"3980 Gloria Lodge Apt. 088
Joshuafort, CT 32754",2023-12-15,Drill for Trainers: Mastering 10 Core Trainer’s Tools,Office & Administration,Online Training,6,53,3,1,6,3.3333333333333335,no,35.19047619047619
633,UD Jailani (Persero) Tbk,R. Gangsar Mandasari,"Jalan Yos Sudarso No. 535
Lubuklinggau, Bali 66061",gunawanwira@example.com,"Pertanian, Kehutanan, dan Perikanan",0825302673,Kecil,1000000,Retail,"923 Jessica Knolls
South Donald, LA 81583",2024-01-06,Teknik Penyelesaian Kredit & Pemasaran AYDA Yang Efektif,Finance,Inhouse Training,7,30,10,10,10,10.0,no,71.42857142857143
634,PT Maryadi Puspita,Maimunah Marpaung,"Gang Jamika No. 698
Balikpapan, Bali 60345",lpadmasari@example.net,Pengangkutan dan Pergudangan,+62-0874-085-6250,Besar,500000,Group,"114 John Common Apt. 967
West Jordan, MT 18138",2023-11-30,Financial Credit: Rating & Scoring,Office & Administration,Public Training,2,99,3,7,9,6.333333333333333,no,53.19047619047619
635,UD Saputra Nainggolan,Kadir Siregar,"Jl. Dipenogoro No. 9
Tangerang, Sulawesi Tenggara 60063",cwidiastuti@example.net,Penyediaan Akomodasi Dan Penyediaan Makan Minum,(036) 607 3064,Kecil,800000,Retail,"6835 Thomas Flat
Melissastad, VI 35241",2023-12-26,Optimizing in Growing Your Business ,Credit & Collection,Public Training,5,59,3,1,7,3.6666666666666665,no,36.523809523809526
636,PD Sirait Sirait (Persero) Tbk,R.M. Bajragin Lazuardi,"Jalan Dipatiukur No. 7
Blitar, KT 93840",bagusanggriawan@example.net,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,+62 (002) 770-1501,Menengah,100000,Retail,"8556 Thomas Harbors Suite 885
North Lawrenceburgh, VI 84694",2024-01-06,Teknik Penyelesaian Kredit & Pemasaran AYDA Yang Efektif,Finance,Online Training,1,65,8,1,7,5.333333333333333,no,41.1904761904762
637,CV Anggriawan Tbk,Jamalia Waskita,"Jl. Erlangga No. 86
Langsa, JI 99381",puspasaripanca@example.com,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",(0739) 500-2576,Menengah,700000,Retail,"9219 Houston Islands Apt. 462
Hernandeztown, PR 32942",2023-11-26,Secretary Development Program,Leadership & Managerial,Public Training,7,41,8,6,2,5.333333333333333,no,46.33333333333333
